Executable                            Bundle                                                            Version    Path
CacheDelete                           com.apple.CacheDelete                                             1.0        .../PrivateFrameworks/CacheDelete.framework
Metal                                 com.apple.Metal                                                   211.52     ...ystem/Library/Frameworks/Metal.framework
SignpostCollection                    com.apple.performance.SignpostCollection                          1.40       ...eFrameworks/SignpostCollection.framework
iCalendar                             com.apple.iCalendar                                               7.0        ...ry/PrivateFrameworks/iCalendar.framework
NanoRegistry                          com.apple.private.NanoRegistry                                    1.0        ...PrivateFrameworks/NanoRegistry.framework
AddressBookLegacy                     com.apple.AddressBookLegacy                                       1.0        ...teFrameworks/AddressBookLegacy.framework
ShareSheet                            com.apple.ShareSheet                                              1470.17    ...y/PrivateFrameworks/ShareSheet.framework
IdleTimerServices                     com.apple.ist.IdleTimerServices                                   1.0        ...teFrameworks/IdleTimerServices.framework
ContextKit                            com.apple.siri.context.ContextKit                                 1.0        ...y/PrivateFrameworks/ContextKit.framework
NanoSystemSettings                    com.apple.NanoSystemSettings                                      1.0        ...eFrameworks/NanoSystemSettings.framework
PersonaKit                            com.apple.PersonaKit                                              1.0        ...y/PrivateFrameworks/PersonaKit.framework
VideoSubscriberAccount                com.apple.VideoSubscriberAccount.VideoSubscriberAccountFramework  1.0        ...meworks/VideoSubscriberAccount.framework
CommunicationsFilter                  com.apple.communicationsfilter                                    10.0       ...rameworks/CommunicationsFilter.framework
OSAServicesClient                     com.apple.OSAServicesClient                                       1.0        ...teFrameworks/OSAServicesClient.framework
CoreSDB                               com.apple.CoreSDB                                                 10.0       ...rary/PrivateFrameworks/CoreSDB.framework
MobileWiFi                            com.apple.MobileWiFi                                              1.0        ...y/PrivateFrameworks/MobileWiFi.framework
PassKitUIFoundation                   com.apple.PassKitUIFoundation                                     1.0        ...Frameworks/PassKitUIFoundation.framework
Celestial                             com.apple.Celestial                                               1.0        ...ry/PrivateFrameworks/Celestial.framework
PencilKit                             com.apple.PencilKit                                               1.0        ...m/Library/Frameworks/PencilKit.framework
CoreMediaStream                       com.apple.CoreMediaStream                                         1.0        ...vateFrameworks/CoreMediaStream.framework
CloudPhotoServices                    com.apple.CloudPhotoServices                                      1.0        ...eFrameworks/CloudPhotoServices.framework
CoreImage                             com.apple.CoreImage                                               13.0.0     ...m/Library/Frameworks/CoreImage.framework
BackgroundTaskAgent                   com.apple.BackgroundTaskAgent                                     1.0        ...Frameworks/BackgroundTaskAgent.framework
CoreRecents                           com.apple.corerecents                                             1.0        .../PrivateFrameworks/CoreRecents.framework
HomeSharing                           com.apple.HomeSharing                                             1.0        .../PrivateFrameworks/HomeSharing.framework
RemoteTextInput                       com.apple.RemoteTextInput                                         1.0        ...vateFrameworks/RemoteTextInput.framework
MusicLibrary                          com.apple.MusicLibrary                                            1.0.0      ...PrivateFrameworks/MusicLibrary.framework
ImageCaptureCore                      com.apple.ImageCaptureCore                                        1.0        ...ry/Frameworks/ImageCaptureCore.framework
VideoToolbox                          com.apple.VideoToolbox                                            1.0        ...ibrary/Frameworks/VideoToolbox.framework
BoardServices                         com.apple.BoardServices                                           1.0        ...rivateFrameworks/BoardServices.framework
PassKit                               com.apple.PassKit                                                 1.0        ...tem/Library/Frameworks/PassKit.framework
CoreCDPUI                             com.apple.CoreCDPUI                                               1.0        ...ry/PrivateFrameworks/CoreCDPUI.framework
CoreSpotlight                         com.apple.CoreSpotlight                                           1.0        ...brary/Frameworks/CoreSpotlight.framework
DeviceUniqueId                        org.cocoapods.DeviceUniqueId                                      22.06.01   ....app/Frameworks/DeviceUniqueId.framework
CalendarDaemon                        com.apple.CalendarDaemon                                          1.0        ...ivateFrameworks/CalendarDaemon.framework
BackBoardServices                     com.apple.BackBoardServices                                       1.0        ...teFrameworks/BackBoardServices.framework
ContactsUICore                        com.apple.Contacts.ContactsUICore                                 1.0        ...ivateFrameworks/ContactsUICore.framework
VoiceServices                         com.apple.voiceservices                                           1.0.0      ...rivateFrameworks/VoiceServices.framework
PhoneNumbers                          com.apple.PhoneNumbers                                            1.0        ...PrivateFrameworks/PhoneNumbers.framework
ScreenReaderCore                      com.apple.ScreenReaderCore                                        10         ...ateFrameworks/ScreenReaderCore.framework
Futhark                               com.apple.Futhark                                                 1.0        ...rary/PrivateFrameworks/Futhark.framework
MobileBackup                          com.apple.MobileBackup.framework                                  5.0        ...PrivateFrameworks/MobileBackup.framework
AccountsUI                            com.apple.accountsui                                              1.0        ...y/PrivateFrameworks/AccountsUI.framework
CertUI                                com.apple.CertUI                                                  1.0        ...brary/PrivateFrameworks/CertUI.framework
                                                                                                                   ...rivateFrameworks/ASEProcessing.framework
KeychainCircle                        com.apple.security.KeychainCircle.KeychainCircle                  1.0        ...ivateFrameworks/KeychainCircle.framework
ContactsFoundation                    com.apple.AddressBook.ContactsFoundation                          8.0        ...eFrameworks/ContactsFoundation.framework
Contacts                              com.apple.contacts                                                1.0        ...em/Library/Frameworks/Contacts.framework
SAObjects                             com.apple.SAObjects                                               1.0        ...ry/PrivateFrameworks/SAObjects.framework
TelephonyUI                           com.apple.TelephonyUI                                             1.0        .../PrivateFrameworks/TelephonyUI.framework
SafariFoundation                      com.apple.SafariFoundation                                        608        ...ateFrameworks/SafariFoundation.framework
vecLib                                com.apple.Accelerate.vecLib                                       3.11       ...te.framework/Frameworks/vecLib.framework
iTunesCloud                           com.apple.iTunesCloud                                             1.0        .../PrivateFrameworks/iTunesCloud.framework
WebKitLegacy                          com.apple.WebKitLegacy                                            8608       ...PrivateFrameworks/WebKitLegacy.framework
AXCoreUtilities                       com.apple.accessibility.AXCoreUtilities                           1.0        ...vateFrameworks/AXCoreUtilities.framework
ProactiveEventTracker                 com.apple.proactive.support.ProactiveEventTracker                 1.0        ...ameworks/ProactiveEventTracker.framework
NanoResourceGrabber                   com.apple.private.NanoResourceGrabber                             1.0        ...Frameworks/NanoResourceGrabber.framework
SharedUtils                           com.apple.CoreAuthentication.SharedUtils                          1.0        ....framework/Support/SharedUtils.framework
BKMoneyKit                            org.cocoapods.BKMoneyKit                                          22.06.01   ....com.app/Frameworks/BKMoneyKit.framework
MediaStream                           com.apple.mediastream                                             1.0        .../PrivateFrameworks/MediaStream.framework
StoreKit                              com.apple.StoreKit                                                1.0        ...em/Library/Frameworks/StoreKit.framework
ActionSheetPicker_3_0                 org.cocoapods.ActionSheetPicker-3-0                               22.06.01   ...ameworks/ActionSheetPicker_3_0.framework
Photos                                com.apple.Photos                                                  1.0        ...stem/Library/Frameworks/Photos.framework
IDSKVStore                            com.apple.idskvstore                                              10.0       ...y/PrivateFrameworks/IDSKVStore.framework
MobileStorage                         com.apple.MobileStorage                                           1.0        ...rivateFrameworks/MobileStorage.framework
MediaExperience                       com.apple.MediaExperience                                         1.0        ...vateFrameworks/MediaExperience.framework
Base32                                org.cocoapods.Base32                                              22.06.01   ...atch.com.app/Frameworks/Base32.framework
CoreDuet                              com.apple.CoreDuet                                                1.0        ...ary/PrivateFrameworks/CoreDuet.framework
CoreNLP                               com.apple.CoreNLP                                                 1.0        ...rary/PrivateFrameworks/CoreNLP.framework
CoreCDPInternal                       com.apple.CoreCDPInternal                                         1.0        ...vateFrameworks/CoreCDPInternal.framework
LocationSupport                       com.apple.locationsupport                                         2387.0.14  ...vateFrameworks/LocationSupport.framework
CoreBrightness                        com.apple.corebrightness                                          1.0        ...ivateFrameworks/CoreBrightness.framework
iTunesStore                           com.apple.itunesstore                                                        .../PrivateFrameworks/iTunesStore.framework
MIME                                  com.apple.MIME                                                    2.0        ...Library/PrivateFrameworks/MIME.framework
MetalPerformanceShaders               com.apple.MetalPerformanceShaders.MetalPerformanceShaders         1.0        ...eworks/MetalPerformanceShaders.framework
NetworkStatistics                     com.apple.network.statistics.framework                            1.2        ...teFrameworks/NetworkStatistics.framework
FontServices                          com.apple.FontServices                                            1.0        ...PrivateFrameworks/FontServices.framework
SetupAssistant                        com.apple.SetupAssistant                                          1.0        ...ivateFrameworks/SetupAssistant.framework
CoreServices                          com.apple.CoreServices                                            839        ...ibrary/Frameworks/CoreServices.framework
CloudServices                         com.apple.CloudServices                                           1.0        ...rivateFrameworks/CloudServices.framework
FBSDKCoreKit                          org.cocoapods.FBSDKCoreKit                                        22.06.01   ...om.app/Frameworks/FBSDKCoreKit.framework
SpringBoardUIServices                 com.apple.SpringBoardUIServices                                   1.0        ...ameworks/SpringBoardUIServices.framework
AggregateDictionary                   com.apple.AggregateDictionary                                     1.0        ...Frameworks/AggregateDictionary.framework
PhotosImagingFoundation               com.apple.PhotosImagingFoundation                                 5.0        ...eworks/PhotosImagingFoundation.framework
Vision                                com.apple.VN                                                      3.0.86     ...stem/Library/Frameworks/Vision.framework
PrototypeToolsUI                      com.apple.PrototypeToolsUI                                        1.0        ...ateFrameworks/PrototypeToolsUI.framework
SafariShared                          com.apple.Safari.Shared                                           608        ...PrivateFrameworks/SafariShared.framework
FTServices                            com.apple.facetimeservices                                        10.0       ...y/PrivateFrameworks/FTServices.framework
NanoPreferencesSync                   com.apple.NanoPreferencesSync                                     1.0        ...Frameworks/NanoPreferencesSync.framework
IntlPreferences                       com.apple.IntlPreferences                                         1.0        ...vateFrameworks/IntlPreferences.framework
FTClientServices                      com.apple.ftclientservices                                        10.0       ...ateFrameworks/FTClientServices.framework
Message                               com.apple.Message                                                 2.0        ...rary/PrivateFrameworks/Message.framework
CallKit                               com.apple.CallKit                                                 1.0        ...tem/Library/Frameworks/CallKit.framework
MetadataUtilities                     com.apple.spotlight.metadata.utilities                            1.0        ...teFrameworks/MetadataUtilities.framework
CoreIDV                               com.apple.coreidv.CoreIDV                                         2.30       ...rary/PrivateFrameworks/CoreIDV.framework
                                                                                                                   ...rameworks/CoreLocationProtobuf.framework
AppSSO                                com.apple.AppSSO                                                  1.0        ...brary/PrivateFrameworks/AppSSO.framework
GenerationalStorage                   com.apple.GenerationalStorage                                     2.0        ...Frameworks/GenerationalStorage.framework
MailServices                          com.apple.MailServices                                            1.0        ...PrivateFrameworks/MailServices.framework
CoreML                                com.apple.CoreML                                                  1.0        ...stem/Library/Frameworks/CoreML.framework
PowerLog                              com.apple.PowerLog                                                1.0        ...ary/PrivateFrameworks/PowerLog.framework
WirelessDiagnostics                   com.apple.awd                                                     1.0        ...Frameworks/WirelessDiagnostics.framework
EmailAddressing                       com.apple.EmailAddressing                                         11.0       ...vateFrameworks/EmailAddressing.framework
AuthKit                               com.apple.AuthKit                                                 1.0        ...rary/PrivateFrameworks/AuthKit.framework
AppleAccount                          com.apple.AppleAccount                                            1.0        ...PrivateFrameworks/AppleAccount.framework
DiagnosticLogCollection               com.apple.diagnosticlogcollection                                 10.0       ...eworks/DiagnosticLogCollection.framework
RunningBoardServices                  com.apple.RunningBoardServices                                    1.0        ...rameworks/RunningBoardServices.framework
EmailCore                             com.apple.EmailCore                                               11.0       ...ry/PrivateFrameworks/EmailCore.framework
SafariCore                            com.apple.Safari.Core                                             608        ...y/PrivateFrameworks/SafariCore.framework
AppStoreDaemon                        com.apple.AppStoreDaemon                                          1.0        ...ivateFrameworks/AppStoreDaemon.framework
CoreUtils                             com.apple.CoreUtils                                               6.0        ...ry/PrivateFrameworks/CoreUtils.framework
IMSharedUtilities                     com.apple.imsharedutilities                                       10.0       ...teFrameworks/IMSharedUtilities.framework
CorePrediction                        com.apple.CorePrediction                                          1.0        ...ivateFrameworks/CorePrediction.framework
CoreRecognition                       com.apple.CoreRecognition                                         1.3        ...vateFrameworks/CoreRecognition.framework
Parimatch.com                         cc.parimatch.ios                                                  22.06.01   ...4E7B-8B6E-E9D3812EA4F1/Parimatch.com.app
IOAccelerator                         com.apple.IOAccelerator                                           438.8      ...rivateFrameworks/IOAccelerator.framework
HangTracer                            com.apple.HangTracer                                              1.0        ...y/PrivateFrameworks/HangTracer.framework
AssetsLibrary                         com.apple.AssetsLibrary                                           1.0        ...brary/Frameworks/AssetsLibrary.framework
Accounts                              com.apple.Accounts                                                113        ...em/Library/Frameworks/Accounts.framework
MPSNDArray                            com.apple.MetalPerformanceShaders.MPSNDArray                      1.0        ...ramework/Frameworks/MPSNDArray.framework
CoreBluetooth                         com.apple.CoreBluetooth                                           1.0        ...brary/Frameworks/CoreBluetooth.framework
CloudDocs                             com.apple.CloudDocs                                               1.0        ...ry/PrivateFrameworks/CloudDocs.framework
StudyLog                              com.apple.StudyLog                                                1.0        ...ary/PrivateFrameworks/StudyLog.framework
Catalyst                              com.apple.Catalyst                                                1.0        ...ary/PrivateFrameworks/Catalyst.framework
ContactsUI                            com.apple.ContactsUI                                              1.0.0      .../Library/Frameworks/ContactsUI.framework
IOSurface                             com.apple.IOSurface                                               269.9      ...m/Library/Frameworks/IOSurface.framework
CoreServicesStore                     com.apple.CSStore                                                 1067.1.1   ...teFrameworks/CoreServicesStore.framework
TelephonyUtilities                    com.apple.TelephonyUtilities                                      1.0        ...eFrameworks/TelephonyUtilities.framework
MapKit                                com.apple.MapKit                                                  1.0        ...stem/Library/Frameworks/MapKit.framework
CPMS                                  com.apple.CPMS                                                    1.0        ...Library/PrivateFrameworks/CPMS.framework
VectorKit                             com.apple.VectorKit                                               1.0        ...ry/PrivateFrameworks/VectorKit.framework
FrontBoardServices                    com.apple.FrontBoardServices                                      619.2      ...eFrameworks/FrontBoardServices.framework
QuartzCore                            com.apple.QuartzCore                                              1.11       .../Library/Frameworks/QuartzCore.framework
EAP8021X                              com.apple.SystemConfiguration.EAP8021X                            14.0.0     ...ary/PrivateFrameworks/EAP8021X.framework
ServiceCore                           com.salesforce.ServiceSDK                                         22.06.01   ...com.app/Frameworks/ServiceCore.framework
CoreVideo                             com.apple.CoreVideo                                               1.8        ...m/Library/Frameworks/CoreVideo.framework
FTAWD                                 com.apple.ftawd                                                   8.0        ...ibrary/PrivateFrameworks/FTAWD.framework
AppSupport                            com.apple.AppSupport                                              1.0.0      ...y/PrivateFrameworks/AppSupport.framework
WatchKit                              com.apple.WatchKit                                                1.0        ...em/Library/Frameworks/WatchKit.framework
UIFoundation                          com.apple.UIFoundation                                            1.0        ...PrivateFrameworks/UIFoundation.framework
RemoteUI                              com.apple.RemoteUI                                                1.0        ...ary/PrivateFrameworks/RemoteUI.framework
ParsecSubscriptionServiceSupport      com.apple.ParsecSubscriptionServiceSupport                        1.0        ...rsecSubscriptionServiceSupport.framework
PersonaUI                             com.apple.PersonaUI                                               1.0        ...ry/PrivateFrameworks/PersonaUI.framework
MobileIcons                           com.apple.mobileicons.framework                                   1.0        .../PrivateFrameworks/MobileIcons.framework
MediaConversionService                com.apple.photo.MediaConversionService                            5.0        ...meworks/MediaConversionService.framework
PhotosFormats                         com.apple.PhotosFormats                                           1.0        ...rivateFrameworks/PhotosFormats.framework
